	annotater_id	table_id	hypothesis	label
38	GW1	T6	কানসাস চার টিরও বেশি রেকর্ড লেবেলে সঙ্গীত তৈরি করেছে।	C
39	GW6	T6	কানসাস বেশ কয়েকটি লেবেলে স্বাক্ষর করেছে।	E
40	GW6	T6	কানসাস বর্তমানে ইনসাইড আউট লেবেলে স্বাক্ষরিত হয়েছে।	N
41	GW6	T6	ক্যানসাস সত্তরের দশকের পূর্বে কার্যক্রম শুরু করে।	C
42	GW7	T6	এখনও তাঁরা একসঙ্গে রয়েছেন।	E
43	GW7	T6	সম্প্রতি একটি অ্যালবাম প্রকাশ করেছেন তারা।	N
44	GW7	T6	তারা টেক্সাসের।	C
45	GW0	T6	কানসাস ৩০ বছরেরও বেশি সময় ধরে সক্রিয় রয়েছে।	E
46	GW0	T6	কানসাস ব্যান্ড তাদের বেশিরভাগ সঙ্গীত কানসাসে রেকর্ড করে।	N
47	GW0	T6	ক্যানসাস মার্কিন যুক্তরাষ্ট্রের পশ্চিম উপকূলে গঠিত হয়েছিল।	C
48	GW3	T7	ফ্লিকার ২০১৭ সালের শরতে মুক্তি পায়।	E
49	GW3	T7	ফ্লিকার লন্ডন এবং মার্কিন যুক্তরাষ্ট্রে মুক্তি পায়।	N
50	GW3	T7	ফ্লিকার রক, পপ, জ্যাজ এবং অন্যান্য ঘরানার গান সহ একটি মাল্টি-ঘরানার অ্যালবাম ছিল।	C
51	GW1	T7	ফ্লিকার ২০১৭ সালের শরতে মুক্তি পায়।	E
52	GW1	T7	ব্ল্যাকবার্ড স্টুডিওর চেয়ে ইকো স্টুডিওতে ফ্লিকারের বেশিরভাগ রেকর্ডিং করা হয়েছিল।	N
53	GW1	T7	ফ্লিকারের কথা শোনার জন্য এক ঘন্টারও বেশি সময় লাগে।	C
54	GW0	T7	ফ্লিকার অ্যালবামটি একাধিক স্টুডিওতে রেকর্ড করা হয়েছিল।	E
55	GW0	T7	জুলিয়ান বুনেত্তা ছিলেন ফ্লিকারের নির্বাহী প্রযোজক।	N
56	GW0	T7	ফ্লিকার এক বছরেরও কম বয়সী।	C
57	GW8	T8	জেফ্রি ডামার উইসকনসিনে জন্মগ্রহণ করেন।	E
58	GW8	T8	তাঁর বিরুদ্ধে মারধরের অভিযোগ আনা হয়।	N
59	GW8	T8	তিনি তার অপরাধের জন্য এখনও কারাগারে আছেন।	C
60	GW9	T8	জেফ্রি ডামার বেশ কয়েকটি অপরাধের জন্য দোষী সাব্যস্ত হয়েছিলেন।	E
61	GW9	T8	জেফ্রি ডামার আরেকজন কয়েদির হাতে নিহত হন।	N
62	GW9	T8	জেফ্রি ডামার দুটি আজীবন কারাদণ্ড ভোগ করার পর মুক্তি পান।	C
63	GW4	T8	জেফ্রি ডামার মানুষ হত্যার জন্য পরিচিত ছিলেন।	E
64	GW4	T8	জেফরি ডামার তার পুরো জীবন উইসকনসিনে অতিবাহিত করেন।	N
65	GW4	T8	জেফ্রি ডামার ছিলেন এমন একজন ব্যক্তি যিনি চল্লিশ বছর বয়সে মারা গিয়েছিলেন।	C
66	GW0	T8	জেফ্রি ডামার দুই মিটারের কম লম্বা ছিলেন।	E
67	GW0	T8	জেফ্রি ডামারকে একজন কারারক্ষী হত্যা করে।	N
68	GW0	T8	জেফ্রি ডামারকে মৃত্যুদণ্ড দেওয়া হয়।	C
69	GW10	T9	১৯৬৩ সাল থেকে, জেফ্রি লিন সক্রিয়ভাবে সঙ্গীতজ্ঞ, গায়ক-গীতিকার এবং রেকর্ড প্রযোজক হিসেবে কাজ করেন।	E
70	GW10	T9	জেফ্রি লিন এফটিমিউজিক ডট কমের মালিক।	N
71	GW10	T9	জেফ্রি লিনের বয়স ৭০ বছরের নিচে।	C
72	GW5	T9	জেফ্রি লিনের একাধিক ডাকনাম ছিল।	E
73	GW5	T9	জেফ্রি লিন জর্জ হ্যারিসনের সাথে সফর করেন।	N
74	GW5	T9	জেফ্রি লিন তার ক্যারিয়ার জুড়ে একটি একক লেবেলে স্বাক্ষর করেছিলেন।	C
75	GW1	T9	জেফ লিন ১৯৪৭ সালের শীতকালে জন্মগ্রহণ করেন।	E
76	GW1	T9	জেফ লিন সনি বিএমজির চেয়ে ইউনাইটেড আর্টিস্টদের সাথে সঙ্গীত তৈরি করতে পছন্দ করতেন।	N
77	GW1	T9	জেফ লিন ৬০ বছরেরও বেশি সময় ধরে সংগীতে সক্রিয় রয়েছেন।	C
78	GW0	T10	বর্ন টু রান ১৯৭৫ সালের গ্রীষ্মে মুক্তি পায়।	E
79	GW0	T10	""""" ""বর্ন টু রানের"" ""সংখ্যাগরিষ্ঠ অংশটি ১৯৭৪ সালে রেকর্ড করা হয়েছিল।"""	N
80	GW0	T10	বর্ন টু রান নিউ ইয়র্কের একটি স্টুডিওতে রেকর্ড করা হয়েছিল।	C
81	GW11	T10	বর্ন টু রান ১৯৭৫ সালের দ্বিতীয়ার্ধে মুক্তি পায়।	E
82	GW11	T10	ব্রুস স্প্রিংস্টিন ১৯৭৫ সালে নিউ ইয়র্ক সিটিতে বসবাস করতেন।	N
83	GW11	T10	নিউইয়র্কে বরফ পড়েছিল, বর্ন টু রান মুক্তি পেয়েছিল।	C
84	GW1	T10	অ্যালবামটি রেকর্ড করতে এক বছরেরও বেশি সময় লেগেছিল।	E
85	GW1	T10	বর্ন টু রানের মাইক অ্যাপেলের চেয়ে জন ল্যান্ডাউ প্রযোজক হিসেবে বেশি কাজ করেছেন।	N
86	GW1	T10	১৯৭৫ সালের বসন্তে বর্ন টু রান মুক্তি পায়।	C
87	GW1	T11	জক লুইস সম্ভবত সেনাবাহিনীতে কর্মরত অবস্থায় মারা যান।	E
88	GW1	T11	জক লুইস লেফটেন্যান্ট পদমর্যাদার উপরে উঠে যেত যদি তিনি মারা না যেতেন।	N
89	GW1	T11	জক লুইস ১৯১৩ সালের বসন্তে জন্মগ্রহণ করেন।	C
90	GW2	T11	হিটলার যখন জার্মানিতে ক্ষমতায় ছিলেন তখন জক লুইস লড়াই করেছিলেন।	E
91	GW2	T11	জক লুইস যুদ্ধে নিহত হন।	N
92	GW2	T11	জক লুইস অপারেশন ডেজার্ট স্টর্মে যুদ্ধ করেছিলেন।	C
93	GW0	T11	জক লুইস পাঁচ বছরেরও বেশি সময় সামরিক বাহিনীতে ছিলেন।	E
94	GW0	T11	অপারেশন ক্রুসেডার চলাকালীন জক লুইস মারা যান।	N
95	GW0	T11	জ্যাক লুইস তার নিজ দেশে মারা যান।	C
96	GW9	T15	"""পিটার বেঞ্চলি"" ""জস"" ""-এর জন্য মূল গল্প এবং চিত্রনাট্য উভয় ক্ষেত্রেই কাজ করেছিলেন।"""	E
97	GW9	T15	১৯৭৫ সালের বসন্তে অধিকাংশ চোয়ালের উৎপাদন শুরু হয়।	N
98	GW9	T15	বক্স অফিসে থাকাকালীনও 'জ' ভাঙেনি।	C
99	GW4	T15	চলচ্চিত্রটি ১৯৭৫ সালের গ্রীষ্মে মুক্তি পায়।	E
100	GW4	T15	চলচ্চিত্রটির প্রযোজক ছিলেন ডেভিড ব্রাউন।	N
101	GW4	T15	চলচ্চিত্রটি মুক্তির পর মাত্র ১০ মিলিয়ন ডলার আয় করে।	C
102	GW1	T15	১৯৭৫ সালের গ্রীষ্মে চলচ্চিত্রটি মুক্তি পায়।	E
103	GW1	T15	কার্ল গটলিব পিটার বেঞ্চলির চেয়ে বেশি চিত্রনাট্য লিখেছেন।	N
104	GW1	T15	চোয়ালের দৌড়ানোর সময় দুই ঘন্টার কম।	C
105	GW3	T16	বিভিন্ন সময়ে ইথিওপিয়ার অনেক রাজধানী ছিল।	E
106	GW3	T16	১২৭০ সালে ইথিওপিয়ার রাজধানী ছিল গোন্ডার।	N
107	GW3	T16	ইথিওপিয়ান সাম্রাজ্য বর্তমানে একটি রাজতন্ত্র।	C
108	GW1	T16	দ্বিতীয় বিশ্বযুদ্ধের পরপরই ইথিওপিয়া জাতিসংঘে অন্তর্ভুক্ত হয়।	E
109	GW1	T16	ইথিওপিয়ান সাম্রাজ্য একদিন আবার একজন রাজার পরিচয় করিয়ে দেবে।	N
110	GW1	T16	১৮শ শতাব্দীতে ইতালি-ইথিওপিয়ার যুদ্ধ শেষ হয়।	C
111	GW0	T16	গোন্ডার দুশ বছরেরও বেশি সময় ধরে ইথিওপিয়ার রাজধানী ছিল।	E
112	GW0	T16	গেইজ ইথিওপিয়ার সবচেয়ে প্রচলিত ভাষা।	N
113	GW0	T16	মিকাইল ইমরু ইথিওপিয়ার প্রধানমন্ত্রী ছিলেন।	C
114	GW5	T18	জেমস পল মার্সডেন বিংশ শতাব্দীতে জন্মগ্রহণ করেন।	E
115	GW5	T18	জেমস পল মার্সডেন অভিনয় থেকে গান পছন্দ করতেন।	N
116	GW5	T18	জেমস পল মার্সডেন ১৯ শতকে জন্মগ্রহণ করেন।	C
117	GW12	T18	জেমস মার্সডেন পাঁচ বছরের বেশি সময় ধরে বিবাহিত ছিলেন।	E
118	GW12	T18	জেমস মার্সডেনের চারটি সন্তান রয়েছে।	N
119	GW12	T18	জেমস মার্সডেনের মধ্যবর্তী নাম লিন্ডে।	C
120	GW1	T18	জেমস মার্সডেন ২৫ বছরেরও বেশি সময় ধরে অভিনয় ও মডেলিং করছেন।	E
121	GW1	T18	অবিশ্বস্ততার কারণে জেমস মার্সডেন বিবাহবিচ্ছেদ করেন।	N
122	GW1	T18	জেমস মার্সডেন ১৯৭৩ সালের বসন্তে জন্মগ্রহণ করেন।	C
123	GW1	T21	মরুভূমিতে খ্রিস্ট ১৯ শতকের শেষার্ধে আঁকা হয়েছিল।	E
124	GW1	T21	ইভান ক্রামস্কোই ভেবেছিলেন মরুভূমিতে খ্রিস্ট তাঁর সেরা চিত্রকর্ম।	N
125	GW1	T21	চিত্রকলার দীর্ঘ অংশটি ৬ ফুটের কম লম্বা।	C
126	GW4	T21	মরুভূমিতে খ্রিস্ট মস্কোতে অবস্থিত।	E
127	GW4	T21	খ্রিস্ট ইন দ্য ডেজার্ট তৈলচিত্র দিয়ে তৈরি করা হয়েছিল।	N
128	GW4	T21	মরুভূমিতে খ্রিস্টের শিল্পকর্মটি ছয় ফুটের বেশি লম্বা।	C
129	GW13	T21	১৮৭০-এর দশকের প্রথম দিকে ইভান ক্রামস্কোই মরুভূমিতে খ্রিস্ট আঁকেন।	E
130	GW13	T21	ইভান ক্রামস্কোই ১৮৭০-এর দশকে মস্কোতে বাস করতেন।	N
131	GW13	T21	মরুভূমিতে খ্রিস্ট ১৯০০ সালে খোদাই করা হয়েছিল।	C
132	GW1	T22	সবকিছু, সবকিছুই তার বাজেটের চেয়ে প্রায় ৫০ মিলিয়ন ডলার বেশি আয় করেছে।	E
133	GW1	T22	এভরিথিং, এভরিথিং শুধুমাত্র মার্কিন যুক্তরাষ্ট্রে প্রকাশিত হয়েছিল।	N
134	GW1	T22	সবকিছুই, সবকিছুরই ২ ঘণ্টার বেশি সময় চলে।	C
135	GW9	T22	সবকিছুই, সবকিছুই বক্স অফিসে তার বাজেটের ছয় গুণ বেশি বানিয়েছিল।	E
136	GW9	T22	এভরিথিং, এভরিথিং নিকোলা ইয়ুনের একটি ছোট গল্প অবলম্বনে নির্মিত।	N
137	GW9	T22	সবকিছুই, সবকিছুই দুই ঘন্টার বেশি দীর্ঘ ছিল।	C
138	GW4	T22	এভরিথিং, এভরিথিং ছিল স্টেলা মেঘি পরিচালিত একটি চলচ্চিত্র।	E
139	GW4	T22	'এভরিথিং, এভরিথিং' ছবিটি কিনেছে ওয়ার্নার ব্রাদার্স পিকচার্স।	N
140	GW4	T22	'এভরিথিং, এভরিথিং' ছবিটি বক্স অফিসে বিপুল আয় করে।	C
141	GW1	T23	জেসন বোর্নের দৌড়ানোর সময় দুই ঘণ্টার বেশি।	E
142	GW1	T23	ডেভিড বাকলে জন পাওয়েলের চেয়ে জেসন বোর্নের জন্য বেশি গান গেয়েছিলেন।	N
143	GW1	T23	জেসন বোর্নের বক্স অফিস বাজেটের চেয়ে প্রায় ৪০০ মিলিয়ন ডলার বেশি ছিল।	C
144	GW0	T23	জেসন বোর্ন দুই ঘন্টারও বেশি সময় ধরে দৌড়াচ্ছে।	E
145	GW0	T23	পল গ্রিনগ্রাস জেসন বোর্ন স্ক্রিপ্টের বেশিরভাগ লিখেছেন।	N
146	GW0	T23	জেসন বোর্ন ওডিয়ন লিস্টার স্কোয়ারের আগে মার্কিন যুক্তরাষ্ট্রে প্রিমিয়ার করেন।	C
147	GW2	T23	গ্রীষ্মের সময় মুক্তি পায় জেসন বোর্ন চলচ্চিত্রটি।	E
148	GW2	T23	চলচ্চিত্রটি নির্মাণ করতে তিন মাস সময় লেগেছিল।	N
149	GW2	T23	জেসন বোর্ন চলচ্চিত্রটি বক্স অফিসে অর্ধ মিলিয়ন ডলারেরও বেশি আয় করে।	C
150	GW1	T24	জিমি ইট ওয়ার্ল্ড দক্ষিণ-পশ্চিম মার্কিন যুক্তরাষ্ট্রে গঠিত হয়েছিল।	E
151	GW1	T24	জিমি ইট ওয়ার্ল্ড আরসিএ-র চেয়ে ড্রিমওয়ার্কস-এ সঙ্গীত তৈরি করতে বেশি পছন্দ করে।	N
152	GW1	T24	জিমি ইট ওয়ার্ল্ড ৩০ বছরেরও বেশি সময় ধরে একটি ব্যান্ড।	C
153	GW0	T24	জিমি ইট ওয়ার্ল্ড ১৯৯০ এর দশকের প্রথম দিকে প্রতিষ্ঠিত হয়েছিল।	E
154	GW0	T24	জিমি ইট ওয়ার্ল্ড তাদের বেশিরভাগ অ্যালবাম গেফেন রেকর্ডসে প্রকাশ করেছে।	N
155	GW0	T24	জিমি ইট ওয়ার্ল্ড মিনেসোটা থেকে এসেছে।	C
156	GW3	T24	জিমি ইট ওয়ার্ল্ড অ্যারিজোনার একটি ব্যান্ড যা একাধিক ঘরানা প্রদর্শন করে।	E
157	GW3	T24	জিমি ইট ওয়ার্ল্ড মেটাল খেলে।	N
158	GW3	T24	জিমি মূলত ক্লাসিক্যাল মিউজিক খেলেন।	C
159	GW0	T25	বিটিএস দক্ষিণ কোরিয়ার রাজধানী থেকে এসেছে।	E
160	GW0	T25	বিটিএস সদস্য পনি ক্যানিয়ন দ্বারা প্রতিষ্ঠিত হয়েছিল।	N
161	GW0	T25	বিটিএস দেশীয় সংগীতের জন্য পরিচিত।	C
162	GW1	T25	বিটিএস অতীতে অন্তত কয়েকটি ভিন্ন নামে পরিচিত ছিল।	E
163	GW1	T25	বিটিএস কলম্বিয়ার চেয়ে পোনি ক্যানিয়নে গান রেকর্ড করতে বেশি পছন্দ করে।	N
164	GW1	T25	বিটিএস ২০০০-এর দশকের প্রথম দিক থেকে একটি ব্যান্ড।	C
165	GW2	T25	বিটিএসের উৎপত্তি এশিয়ায়।	E
166	GW2	T25	বিটিএস ২টি বিশ্ব সঙ্গীত পুরস্কার জিতেছে।	N
167	GW2	T25	বিটিএস ৯ বছর ধরে সক্রিয়।	C
168	GW1	T27	চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি বক্স অফিসে প্রায় অর্ধ বিলিয়ন ডলার আয় করে।	E
169	GW1	T27	রিচার্ড ডি. জ্যানুক প্রযোজক হিসেবে ব্র্যাড গ্রের চেয়ে বেশি কাজ করেছেন 'চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি' তে।	N
170	GW1	T27	চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরির রান টাইম ২ ঘন্টারও বেশি।	C
171	GW2	T27	চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরিতে ২ টিরও বেশি প্রযোজনা সংস্থা ছিল।	E
172	GW2	T27	""""" ""চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি"" ""মুক্তির প্রথম সপ্তাহে প্রেক্ষাগৃহে ১ নম্বর স্থান দখল করে।"""	N
173	GW2	T27	ক্রিসমাসে মুক্তি পায় চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি।	C
174	GW0	T27	""""" ""চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি"" ""মূল চিত্রনাট্য নয়।"""	E
175	GW0	T27	চার্লি অ্যান্ড দ্য চকলেট ফ্যাক্টরি যুক্তরাজ্যে আরো অর্থ উপার্জন করে।	N
176	GW0	T27	পুরো চলচ্চিত্রের বাজেটে ১০০ মিলিয়ন ডলারেরও কম খরচ হয়েছিল।	C
177	GW4	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভারড ওয়াটার একটি অ্যালবাম যা ২০০০ সালের শরতে প্রকাশিত হয়।	E
178	GW4	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভারড ওয়াটার একটি অ্যালবাম যা বেশিরভাগ র্যাপ সঙ্গীত।	N
179	GW4	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটার অ্যালবামটি এক ঘণ্টার কম দৈর্ঘ্যের।	C
180	GW1	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটার রেকর্ড করতে প্রায় ৩ মাস লেগেছিল।	E
181	GW1	T462	মানুষ চকলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটারকে নু ধাতুর চেয়ে র্যাপ ধাতুর সাথে বেশি যুক্ত করে।	N
182	GW1	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটারের সমস্ত ট্র্যাকগুলির মোট রান টাইম এক ঘন্টারও কম।	C
183	GW0	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভারড ওয়াটার ক্যালিফোর্নিয়ায় রেকর্ড করা হয়েছিল।	E
184	GW0	T462	চকলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটার টেরি ডেটের একমাত্র প্রোডাকশন ক্রেডিট।	N
185	GW0	T462	চকোলেট স্টারফিশ এবং হট ডগ ফ্লেভার্ড ওয়াটার আশি মিনিটের বেশি লম্বা।	C
186	GW2	T32	জন ফ্রুসিয়ান্তে বসন্তকালে জন্মগ্রহণ করেন।	E
187	GW2	T32	জন ফ্রুসিয়ান্তে গিটারের চেয়ে দীর্ঘ সময় কীবোর্ড বাজাতেন।	N
188	GW2	T32	জন ফ্রুসিয়ান্তে একজন বেবি বুমার।	C
189	GW0	T32	জন ফ্রুসিয়ান্তে বিশ বছরেরও বেশি সময় ধরে অভিনয় করছেন।	E
190	GW0	T32	জন ফ্রুসিয়ান্তে রেড হট চিলি পেপার্সের অন্যতম প্রতিষ্ঠাতা সদস্য।	N
191	GW0	T32	জন ফ্রুসিয়ান্তে শুধুমাত্র একটি বাদ্যযন্ত্র বাজায়।	C
192	GW1	T32	জন ফ্রুসিয়ান্তে ৩০ বছরেরও বেশি সময় ধরে সঙ্গীত পরিচালনা করছেন।	E
193	GW1	T32	জন ফ্রাসিয়ান্তে তার ডাকনাম পছন্দ করেন।	N
194	GW1	T32	জন ফ্রুসিয়ান্তে ১৯৭০ সালের গ্রীষ্মকালে জন্মগ্রহণ করেন।	C
195	GW9	T33	কে২-২১সি এর তাপমাত্রা কমপক্ষে ৩০০০ কেলভিন।	E
196	GW9	T33	কে২-২১সি ২৭৫ আলোকবর্ষ দূরে।	N
197	GW9	T33	কে-২-২১সি এর আকার অজানা, কিন্তু আনুমানিক ১-আর _ এর চেয়ে বড়।	C
198	GW4	T33	কে২-২১সি নক্ষত্রটি কুম্ভ নক্ষত্রপুঞ্জে অবস্থিত।	E
199	GW4	T33	কে২-২১সি নক্ষত্রটি সূর্যের চেয়ে সামান্য ছোট।	N
200	GW4	T33	কে-২-২১সি ৫০০০ ডিগ্রি কে এর বেশি।	C
201	GW1	T33	কে-২-২১সি ১ গিগাবাইট পুরানো থেকে বড়।	E
202	GW1	T33	অন্যান্য নক্ষত্রের তুলনায় কে২-২১°সে এর তাপমাত্রা বেশ গরম।	N
203	GW1	T33	কে২-২১ এখনো ১ গিরা পুরোনো হয়নি।	C
204	GW1	T34	জন পল গেটি III এর পিতামাতার একজন নাইট ছিলেন।	E
205	GW1	T34	মুক্তিপণ প্রদানের কারণে জন পল গেটি-৩ কে অপহরণ থেকে মুক্তি দেওয়া হয়েছিল।	N
206	GW1	T34	জন পল গেটি ৩ ২০১১ সালের শরতে মারা যান।	C
207	GW0	T34	জন পল গেটি ৩ তার জন্মের চেয়ে ভিন্ন দেশে মারা যান।	E
208	GW0	T34	জন পল গেটি থ্রি শৈশবে অপহৃত হন।	N
209	GW0	T34	জন পল গেটি III এর শুধুমাত্র একটি সহোদর রয়েছে।	C
210	GW3	T34	জন পল গেটি থ্রি মিনেসোটায় জন্মগ্রহণ করেন।	E
211	GW3	T34	জন পল গেটি ৩ কে বেশ কয়েকবার অপহরণ করা হয়েছিল।	N
212	GW3	T34	জন পল গেটি ৩ ফেব্রুয়ারি ৫, ২০১১ সালে মারা যান (৫৪ বছর বয়সে)।	C
213	GW0	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম মার্কিন যুক্তরাষ্ট্রের উত্তর-পূর্ব অংশে জন্মগ্রহণ করেন।	E
214	GW0	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম কিছু মানুষের দ্বারা বাল্ব উদ্ভাবনের কৃতিত্ব দেওয়া হয়।	N
215	GW0	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম সারাহ হেইনসের পর জেন বাডেনকে বিয়ে করেন।	C
216	GW14	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিমের ২ কন্যা ও ১ পুত্র ছিল।	E
217	GW14	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিমের ভাই মেইনে জন্মগ্রহণ করেন।	N
218	GW14	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম বসন্তকালে জন্মগ্রহণ করেন।	C
219	GW1	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম ১৯১৬ সালের বসন্তে মারা যান।	E
220	GW1	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম সত্যিই লাইটবাল্ব আবিষ্কার করেছিলেন।	N
221	GW1	T1909	স্যার হিরাম স্টিভেন্স ম্যাক্সিম কখনও ইউরোপে বসবাস করেননি।	C
222	GW1	T36	জো বাডেন ২০ বছর বা তারও বেশি সময় ধরে সক্রিয় আছেন।	E
223	GW1	T36	জো বাডেন ডেজার্ট স্টর্মের চেয়ে ডেফ জ্যাম লেবেল পছন্দ করেন।	N
224	GW1	T36	জো বাডেন ১৯৮০ সালের বসন্তে জন্মগ্রহণ করেন।	C
225	GW3	T36	জো বাডেন নিউ ইয়র্কে জন্মগ্রহণ করেন।	E
226	GW3	T36	জো বাডেন নিউইয়র্কে বসবাস করেন।	N
227	GW3	T36	জো বাডেন নিউ জার্সিতে জন্মগ্রহণ করেন।	C
228	GW4	T36	জো বাডেন ১৯৮০ সালের গ্রীষ্মকালে জন্মগ্রহণ করেন।	E
229	GW4	T36	জো বাডেন তার জীবনের অধিকাংশ সময় র্যাপিং-এ অতিবাহিত করেন।	N
230	GW4	T36	জো বাডেন মার্কিন যুক্তরাষ্ট্রের পশ্চিমাঞ্চলে জন্মগ্রহণ করেন।	C
