	annotater_id	table_id	hypothesis	label
35	GW1	T5	চাৰ্ল ফ্ৰান্সিছ জেনকিন্সৰ মৃত্যু হৈছিল ১৯৩৪ চনত।	C
36	GW1	T6	কানচাছ ৪৫ বছৰতকৈ অধিক সময়ৰ পৰা এটা বেণ্ড হিচাপে সক্ৰিয় হৈ আছে।	E
37	GW1	T6	কেন্সাছৰ বেণ্ডৰ সদস্যসকলে ইনসাইড আউটৰ তুলনাত এমচিএ (MCA) ৰ লেবেল লৈ সুখী আছিল।	N
38	GW1	T6	কান্সাসে চাৰিটাতকৈ অধিক ৰেকৰ্ড লেবেলত সংগীত নিৰ্মাণ কৰিছে।	C
39	GW6	T6	কানচাছ একাধিক লেবেলৰ সৈতে স্বাক্ষৰ কৰা হৈছে।	E
40	GW6	T6	কানচাছ বৰ্তমানে ইনসাইড আউট লেবেলৰ সৈতে স্বাক্ষৰ কৰা হৈছে।	N
41	GW6	T6	কান্চাছ সত্তৰ দশকৰ পূৰ্বে কাম আৰম্ভ কৰিছিল।	C
42	GW7	T6	তেওঁলোক এতিয়াও একেলগে আছে।	E
43	GW7	T6	তেওঁলোকে এইমাত্ৰ এটা অ্যালবাম শেষ কৰিছে।	N
44	GW7	T6	তেওঁলোক টেক্সাছৰ পৰা আহিছে।	C
45	GW0	T6	কানসাস ৩০ বছৰতকৈ অধিক সময়ৰ পৰা সক্ৰিয় হৈ আছে।	E
46	GW0	T6	কান্সাস বেণ্ডই কান্সাছত তেওঁলোকৰ বেছিভাগ সংগীত ৰেকৰ্ড কৰিছিল।	N
47	GW0	T6	আমেৰিকা যুক্তৰাষ্ট্ৰৰ পশ্চিম উপকূলত কান্সাস ৰাষ্ট্ৰ গঠিত হৈছিল।	C
48	GW3	T7	ফ্লিকাৰক ২০১৭ চনত মুকলি কৰা হৈছিল	E
49	GW3	T7	ফ্লিকাৰ লণ্ডন আৰু আমেৰিকা যুক্তৰাষ্ট্ৰত মুকলি কৰা হৈছিল	N
50	GW3	T7	ফ্লিকাৰ (ইংৰাজীঃ Flicker) ৰক, পপ, জাজ আৰু আন ধৰণৰ সংগীতৰ সৈতে এটা বহু ধৰণৰ অ্যালবাম আছিল।	C
51	GW1	T7	২০১৭ চনত ফ্লিকাৰক মুক্তি দিয়া হৈছিল।	E
52	GW1	T7	ব্লেকবাৰ্ড ষ্টুডিঅ 'তকৈ ইকো ষ্টুডিঅ' ত ফ্লিকাৰৰ অধিক ৰেকৰ্ডিং কৰা হৈছিল।	N
53	GW1	T7	ফ্লিকাৰৰ কথা শুনিবলৈ এক ঘন্টাতকৈ অধিক সময় লাগে।	C
54	GW0	T7	ফ্লিকাৰ অ্যালবামটো একাধিক ষ্টুডিওত ৰেকৰ্ড কৰা হৈছিল।	E
55	GW0	T7	জুলিয়ান বুনেট্টা ফ্লিকাৰৰ কাৰ্যবাহী প্ৰযোজক আছিল।	N
56	GW0	T7	ফ্লিকাৰৰ বয়স এক বছৰতকৈ কম।	C
57	GW8	T8	জেফ্ৰি ডাহমাৰৰ জন্ম হৈছিল উছকনসিনত।	E
58	GW8	T8	তেওঁৰ ওপৰত আক্ৰমণৰ অভিযোগ আছিল।	N
59	GW8	T8	অপৰাধীৰ বাবে তেওঁ এতিয়াও জেলত বন্দী হৈ আছে।	C
60	GW9	T8	জেফ্ৰি ডাহমাৰক কেইবাটাও অপৰাধৰ বাবে দোষী সাব্যস্ত কৰা হৈছিল।	E
61	GW9	T8	জেফ্ৰি ডাহমাৰক আন এজন বন্দী হত্যা কৰিছিল।	N
62	GW9	T8	দুটা জীৱনকাল অতিবাহিত কৰাৰ পিছত জেফ্ৰি ডাহমাৰ মুক্তি লাভ কৰিছিল।	C
63	GW4	T8	জেফ্ৰি ডাহমাৰ মানুহবোৰ হত্যা কৰাৰ বাবে পৰিচিত আছিল।	E
64	GW4	T8	জেফ্ৰি ডাহমাৰে তেওঁৰ জীৱনটো উছকনসিনত অতিবাহিত কৰিছিল।	N
65	GW4	T8	জেফ্ৰি ডাহমাৰ এগৰাকী ব্যক্তি আছিল যিজনে চল্লিশ বছৰত মৃত্যুবৰণ কৰিছিল।	C
66	GW0	T8	জেফ্ৰি ডাহমাৰৰ উচ্চতা দুই মিটাৰৰ তলত আছিল।	E
67	GW0	T8	জেফ্ৰী ডাহমাৰক এজন জেল্ গ্ৰেফে হত্যা কৰিছিল।	N
68	GW0	T8	জেফ্ৰি ডাহমাৰক মৃত্যুদণ্ড দিয়া হৈছিল।	C
69	GW10	T9	১৯৬৩ চনৰ পৰা জেফ্ৰি লিন সক্ৰিয়ভাৱে সঙ্গীতজ্ঞ, গায়ক-গীতিকার আৰু ৰেকৰ্ড প্রযোজক হিচাপে কাম কৰি আহিছে।	E
70	GW10	T9	জেফ্ৰী লিনে ftmusic. com ৰ স্বত্বাধিকাৰ।	N
71	GW10	T9	জেফ্ৰি লিনৰ বয়স ৭০ বছৰৰ তলত।	C
72	GW5	T9	জেফ্ৰি লিনৰ বহুতো উপনাম আছিল।	E
73	GW5	T9	জৰ্জ হেৰিসনৰ সৈতে জেফ্ৰি লিন ভ্ৰমণ কৰিছিল।	N
74	GW5	T9	জেফ্ৰি লিনে তেওঁৰ কৰ্মজীৱনত এটা লেবেলৰ সৈতে স্বাক্ষৰ কৰিছিল।	C
75	GW1	T9	জেফ লিনৰ জন্ম হৈছিল ১৯৪৭ চনৰ শীতকালত।	E
76	GW1	T9	জেফ লিনে সনি BMGৰ পৰিৱৰ্তে ইউনাইটেড আর্টিস্ট্ছৰ সৈতে সঙ্গীতৰ প্ৰয়োজন কৰিছিল।	N
77	GW1	T9	জেফ লিন ৬০ বছৰতকৈ অধিক সময়ৰ পৰা সংগীতৰ সৈতে সক্ৰিয় হৈ আছে।	C
78	GW0	T10	বর্ন টু ৰান ১৯৭৫ চনৰ গ্ৰীষ্মকালত মুক্তিলাভ কৰিছিল।	E
79	GW0	T10	""""" ""Born to Run"" ""ৰ বেছিভাগেই ১৯৭৪ চনত ৰেকৰ্ড কৰা হৈছিল।"""	N
80	GW0	T10	বর্ন টু ৰানৰ ৰেকৰ্ড নিউয়ৰ্কৰ এটা ষ্টুডিঅ 'ত ৰেকৰ্ড কৰা হৈছিল।	C
81	GW11	T10	""""" ""বর্ন টু ৰান"" ""১৯৭৫ চনৰ দ্বিতীয়ৰ্ধত মুক্তি পাইছিল।"""	E
82	GW11	T10	১৯৭৫ চনত Bruce Springsteen নিউয়ৰ্ক চহৰত বাস কৰিছিল।	N
83	GW11	T10	NYC ত তুষারপাত হৈছিল-Born to Run নামৰ দিনটো মুকলি কৰা হৈছিল।	C
84	GW1	T10	বর্ন টু ৰান নামৰ অ্যালবামটো ৰেকৰ্ড কৰিবলৈ এক বছৰতকৈ অধিক সময় লাগিল।	E
85	GW1	T10	বর্ন টু ৰানৰ মাইকেল এপেলৰ তুলনাত জন লেণ্ডাউয়ে অধিক পৰিচালক কৰ্ম কৰিছিল।	N
86	GW1	T10	১৯৭৫ চনৰ বৰ্ণ টু ৰান মুক্তি পোৱাৰ পিছত মুক্তি পোৱা হ 'ল।	C
87	GW1	T11	সৈনিক বাহিনীত কৰ্মৰত থকা অৱস্থাত জক লুইছৰ মৃত্যু হয়।	E
88	GW1	T11	জক লুইছ লেফটেনেন্ট পদৰ ওপৰত উঠিব পাৰিলেহেঁতেন যদি তেওঁ মৰিব নোৱাৰিলে।	N
89	GW1	T11	জক লুইছ ১৯১৩ চনৰ বসন্তত জন্ম হৈছিল।	C
90	GW2	T11	জাৰ্মানীত হিটলাৰ চৰকাৰৰ সময়ত জক লুইচে যুঁজ দিছিল।	E
91	GW2	T11	জক লুইছ যুদ্ধত নিহত হৈছিল।	N
92	GW2	T11	""""" ""Operation Desert Storm"" ""ত জক লুইচে যুদ্ধ কৰিছিল।"""	C
93	GW0	T11	জক লুইছ পাঁচ বছৰতকৈ অধিক সময় সেনাবাহিনীত আছিল।	E
94	GW0	T11	অপোৰেচন ক্ৰুচাডাৰ কাৰ্যকালত জক লুইছৰ মৃত্যু হৈছিল।	N
95	GW0	T11	জক লুইছ তেওঁৰ মাতৃদেশত মৃত্যুবৰণ কৰিছিল।	C
96	GW9	T15	পিটাৰ বেঞ্চলীয়ে প্ৰকৃত কাহিনী আৰু ছবিৰ চিত্ৰনাট্যৰ বাবে কাম কৰিছিল।	E
97	GW9	T15	১৯৭৫ চনৰ বসন্তকালত বেছিভাৱে চোৰাংচোৱাৰ উৎপাদন আৰম্ভ হৈছিল।	N
98	GW9	T15	বক্স অফিচত থাকোঁতে বিয়াৰ ভাঙিব পৰা নাছিল।	C
99	GW4	T15	১৯৭৫ চনৰ গ্ৰীষ্মকালত প্ৰদৰ্শন কৰা হৈছিল ছবিখন।	E
100	GW4	T15	ছবিখনৰ বেছিৰভাগ প্ৰযোজনা কৰিছিল ডেভিড ব্ৰাউন।	N
101	GW4	T15	ছবিখনে মুক্তিৰ সময়ত কেৱল ১০ মিলিয়ন ডলাৰ আয় কৰিছিল।	C
102	GW1	T15	১৯৭৫ চনৰ গ্ৰীষ্মকালত জোৱাছ মুক্তি পাইছিল।	E
103	GW1	T15	কাৰ্ল গটলিবে পিটাৰ বেঞ্চলিৰ তুলনাত অধিক পৰিমাণে ছবিখনৰ চিত্ৰনাট্য লিখিছিল।	N
104	GW1	T15	চোৱাচোনৰ দৌৰ সময় দুই ঘণ্টাতকৈ কম।	C
105	GW3	T16	ইথিওপিয়া সমৰ্পণত বিভিন্ন সময়ছোৱাত বিভিন্ন ধৰণৰ ৰাজধানী আছিল।	E
106	GW3	T16	১২৭০ চনত ইথিওপিয়াৰ ৰাজধানী আছিল গোণ্ডাৰ।	N
107	GW3	T16	ইথিওপিয়া ৰাজ্য বৰ্তমান এক ৰাজতন্ত্র।	C
108	GW1	T16	দ্বিতীয় বিশ্বযুদ্ধৰ পিছতহে ইথিওপিয়া ৰাজ্যক ৰাষ্ট্ৰসংঘত গ্ৰহণ কৰা হৈছিল।	E
109	GW1	T16	ইথিওপিয়াৰ সামৰ্য্যই এদিনা এজন ৰজাৰ পুনৰ প্ৰৱেশ কৰিব।	N
110	GW1	T16	১৮ শতিকাৰ শেষত ইটালো-ইথিওপিয়া যুদ্ধ সংঘটিত হৈছিল।	C
111	GW0	T16	গোণ্ডাৰ দুশ বছৰতকৈ অধিক সময় ধৰি ইথিওপিয়াৰ ৰাজধানী আছিল।	E
112	GW0	T16	ইথিওপিয়াত ব্যৱহাৰ কৰা সৰ্বসাধাৰণ ভাষা হ 'ল গেইজ।	N
113	GW0	T16	হাব্টে গিওর্গিছৰ পিছত ইথিওপিয়াৰ প্ৰধানমন্ত্ৰী আছিল মিকেল ইমৰুৱে।	C
114	GW5	T18	জেমছ পল মাৰ্ছডেনৰ জন্ম বিংশ শতাব্দীত হৈছিল।	E
115	GW5	T18	জেমছ পল মাৰ্ছডেনে অভিনয়ৰ পৰিৱৰ্তে গান গাবলৈ অধিক আগ্ৰহী আছিল।	N
116	GW5	T18	জেমছ পল মাৰ্ছডেনৰ জন্ম ১৯ শতাব্দীত হৈছিল।	C
117	GW12	T18	জেমস মাৰ্ছডেন পাঁচ বছৰতকৈ অধিক সময় ধৰি বিবাহিত আছিল।	E
118	GW12	T18	জেমছ মাৰ্ছডেনৰ চাৰিজনতকৈ কম সন্তান আছে।	N
119	GW12	T18	জেমছ মাৰ্ছডেনৰ মাজৰ নাম লিন্ডে।	C
120	GW1	T18	জেমস মাৰ্ছডেন ২৫ বছৰতকৈ অধিক সময়ৰ পৰা অভিনয় আৰু মডেলিং কৰি আহিছে।	E
121	GW1	T18	অবিশ্বস্ততাৰ বাবে জেমছ মাৰ্ছডেনৰ বিবাহ বিচ্ছেদ হৈছিল।	N
122	GW1	T18	১৯৭৩ চনৰ বসন্তকালত জেমছ মাৰ্ছডেনৰ জন্ম হৈছিল।	C
123	GW1	T21	১৯ শতিকাৰ শেষভাগত মরুভূমিত খ্ৰীষ্টৰ ছবি আঁকা হৈছিল।	E
124	GW1	T21	ইভান ক্ৰেমস্কোই ভাবিছিল যে মরুভূমিত যীচুৱে বৰ্তমানলৈকে তেওঁৰ আটাইতকৈ উত্তম চিত্ৰকলা আছিল।	N
125	GW1	T21	চিত্ৰখনৰ দৈৰ্ঘ্য ৬ ফুটাৰতকৈ কম।	C
126	GW4	T21	খ্ৰীষ্ট ইন দি ডেজাৰ্ট মস্কোত অৱস্থিত।	E
127	GW4	T21	মরুভূমিত যীচুৱে তৈলৰ ওপৰত নিৰ্ভৰ কৰিছিল।	N
128	GW4	T21	মরুভূমিত যীচুৰ শিল্পীৰ উচ্চতা ছয় ফুটাৰতকৈ অধিক।	C
129	GW13	T21	Ivan Kramskoi ৰ দ্বাৰা ১৮৭০ চনত আঁকা হৈছিল Christ in the Desert।	E
130	GW13	T21	ইভান ক্ৰেমস্কোই ১৮৭০ চনত মস্কোত বাস কৰিছিল।	N
131	GW13	T21	মরুভূমিত খ্ৰীষ্টক ১৯০০ চনত নিৰ্মাণ কৰা হৈছিল।	C
132	GW1	T22	সকলো, সকলোৱে ইয়াৰ বাজেটত প্ৰায় ৫০ মিলিয়ন ডলাৰ লাভ কৰিছে।	E
133	GW1	T22	'Everything, Everything' কেৱল আমেৰিকা যুক্তৰাষ্ট্ৰত মুক্ত কৰা হৈছিল।	N
134	GW1	T22	সকলোবোৰ, সকলোবোৰৰ দুই ঘণ্টাতকৈ অধিক সময় চলি থাকে।	C
135	GW9	T22	সকলো, সকলোৱে বক্স অফিচত থাকোতে তাৰ বাজেটৰ ছগুণতকৈ অধিক বাজেটত নিৰ্মাণ কৰিছিল।	E
136	GW9	T22	Everything, Everything কথাটো নিকোলা ইউনৰ এটা ছোটগল্পৰ ওপৰত আধাৰিত আছিল।	N
137	GW9	T22	সকলো, সকলো দুঘণ্টাতকৈ অধিক সময় ধৰি আছিল।	C
138	GW4	T22	'Everything, Everything' এটা চলচ্চিত্ৰ আছিল যি স্টেলা মেগিৰ দ্বাৰা পৰিচালিত হৈছিল।	E
139	GW4	T22	""""" ""এভাৰিং, এভৰিং এণ্ড এভাৰিং"" ""নামৰ চলচ্চিত্ৰখন ৱাৰ্নাৰ ভাতৃ-ভনীসকলে কিনিছিল।"""	N
140	GW4	T22	""""" ""সকলো, সকলো"" ""ছবিখনে বক্স অফিচত ধন হেৰুৱাইছিল।"""	C
141	GW1	T23	Jason Bourne ৰ দৌৰৰ সময় দুঘণ্টাতকৈ অধিক।	E
142	GW1	T23	জন পাৱেলৰ পৰিৱৰ্তে ডেভিড বাকলেয়ে জেছন বৰ্ণৰ বাবে অধিক সংগীত প্ৰদৰ্শন কৰিছিল।	N
143	GW1	T23	জেসন বৰ্ণৰ বক্স অফিচ বাজেটতকৈ প্ৰায় ৪০০ মিলিয়ন ডলাৰ অধিক আছিল।	C
144	GW0	T23	Jason Bourne দুই ঘণ্টাতকৈ অধিক সময় দৌৰি আছে।	E
145	GW0	T23	পল গ্ৰীণগ্রাছ জেছন বৰ্ণৰ অধিকাংশ লিখন লিখিছিল।	N
146	GW0	T23	Jason Bourne প্ৰধানমন্ত্ৰী হৈছিল আমেৰিকা যুক্তৰাষ্ট্ৰত Odeon Leicester Square ৰ আগতে।	C
147	GW2	T23	গ্ৰীষ্মকালত মুক্তি পোৱা ছবি 'জেসন বোৰ্ন'।	E
148	GW2	T23	ছবিখনৰ চিত্ৰগ্ৰহণ কৰিবলৈ ৩ মাহ লাগিল।	N
149	GW2	T23	""""" ""জেসন বৰ্ন"" ""নামৰ ছবিখনে বক্স অফিচত অৰ্ধ মিলিয়ন ডলাৰৰ অধিক আয় কৰিছিল।"""	C
150	GW1	T24	জিমি ইট ৱৰ্ল্ড দক্ষিণ-পশ্চিম আমেৰিকাত গঠন কৰা হৈছিল।	E
151	GW1	T24	জিমি ইট ৱৰ্ল্ড-এ RCA ৰ পৰিৱৰ্তে ড্রিমৱৰ্কছৰ বাবে অধিক সঙ্গীতৰ প্ৰয়োজন কৰিছিল।	N
152	GW1	T24	জিমি ইট ৱৰ্ল্ড ৩০ বছৰতকৈ অধিক সময়ৰ পৰা এটা দল হৈ আছে।	C
153	GW0	T24	জিমি ইট ৱৰ্ল্ড ১৯৯০ চনৰ আৰম্ভণিতে স্থাপন কৰা হৈছিল।	E
154	GW0	T24	জিমি ইট ৱৰ্লডে তেওঁলোকৰ বেছিৰভাগ অ্যালবাম গেফেন ৰেকৰ্ডত মুকলি কৰিছে।	N
155	GW0	T24	জিমি ইট ৱৰ্ল্ড মিনেছটাৰ পৰা আহিছে।	C
156	GW3	T24	জিমি ইট ৱৰ্ল্ড (ইংৰাজীঃ Jimmy Eat World) হৈছে এৰিজোনাৰ এটা বেণ্ড যিজনে বিভিন্ন ধৰণৰ সংগীত প্ৰস্তুত কৰে।	E
157	GW3	T24	জিমি ইট ৱৰ্ল্ড (Jimmy Eat World) ধাতুৰ খেল খেলিছে।	N
158	GW3	T24	জিমি প্ৰাথমিকভাৱে বিশ্বত ক্লাচিকেল সংগীত বজাই আহিছে।	C
159	GW0	T25	বিটিএছ দক্ষিণ কোৰিয়াৰ ৰাজধানী।	E
160	GW0	T25	বিটিএছৰ প্ৰতিষ্ঠা কৰিছিল সদস্য পনী কেনিয়ন।	N
161	GW0	T25	বিটিএছ দেশৰ সংগীতৰ বাবে পৰিচিত।	C
162	GW1	T25	অতীতত BTS অন্ততঃ কেইবাটাও ভিন্ন নামৰ ওপৰত নিৰ্ভৰ কৰিছিল।	E
163	GW1	T25	বিটিএছ কলম্বিয়াৰ তুলনাত পোনি কেনিয়নত সংগীত ৰেকৰ্ডিং কৰিবলৈ অধিক পছন্দ কৰে।	N
164	GW1	T25	বিটিএছ ২০০০ চনৰ আৰম্ভণিৰ পৰা এটা বেণ্ড হৈ আহিছে।	C
165	GW2	T25	বিটিএছৰ উৎপত্তি হৈছে এছিয়াত।	E
166	GW2	T25	বিটিএছ ২ টা বিশ্ব সংগীত বঁটা লাভ কৰিছে।	N
167	GW2	T25	বিটিএছ ৯ বছৰ ধৰি সক্ৰিয় হৈ আছে।	C
168	GW1	T27	Charlie and the Chocolate Factory ছবিখনে বক্স অফিচত প্ৰায় অৰ্ধ বিলিয়ন ডলাৰ লাভ কৰিছিল।	E
169	GW1	T27	"""ব্ৰেড গ্ৰেৰ তুলনাত"" ""Charlie and the Chocolate Factory"" ""ৰ প্ৰযোজনা হিচাপে ৰিচাৰ্ড ডি. জানুকে অধিক কাম কৰিছিল।"""	N
170	GW1	T27	Charlie and the Chocolate Factory ত ২ ঘণ্টাতকৈ অধিক সময় চলি আছে।	C
171	GW2	T27	Charlie and the Chocolate Factory-ৰ ২ টাতকৈ অধিক প্ৰযোজনা কোম্পানী আছিল।	E
172	GW2	T27	""""" ""Charlie and the Chocolate Factory"" ""প্ৰথম সপ্তাহত থিয়েটাৰত ১ নম্বৰ স্থান লাভ কৰিছিল।"""	N
173	GW2	T27	Charlie and the Chocolate Factory মুক্তি পালে।	C
174	GW0	T27	""""" ""Charlie and the Chocolate Factory"" ""কোনো প্ৰকৃত চিত্ৰনাট্যকাৰ নহয়।"""	E
175	GW0	T27	Charlie and the Chocolate Factory ইংলেণ্ডত অধিক ধন উপার্জন কৰিছিল।	N
176	GW0	T27	সম্পূৰ্ণ চলচ্চিত্ৰখনৰ বাজেটত ১০০ মিলিয়ন ডলাৰতকৈ কম ব্যয় হৈছিল।	C
177	GW4	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড ৱাটাৰ (ইংৰাজীঃ Chocolate Starfish and the Hot Dog Flavored Water) হৈছে ২০০০ চনত প্ৰকাশিত এটা এলবাম।	E
178	GW4	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ ৱাটাৰ (ইংৰাজীঃ Chocolate Starfish and the Hot Dog Flavored Water) হৈছে বেছিৰভাগ ৰেপ সঙ্গীতৰ এটা অ্যালবাম।	N
179	GW4	T462	""""" ""চকলেট ষ্টারফিছ"" ""আৰু"" ""হট ডগ ফ্লেভাৰ্ড ৱাটাৰ"" ""নামৰ এলবমটো এক ঘণ্টাতকৈ কম দৈৰ্ঘ্যৰ।"""	C
180	GW1	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড ৱাটাৰ ৰেকৰ্ড কৰিবলৈ প্ৰায় ৩ মাহ লাগিল।	E
181	GW1	T462	মানুহে চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড ৱাটাৰক নু মেটালতকৈ ৰেপ মেটালৰ সৈতে অধিক সংযোজিত কৰে।	N
182	GW1	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড ৱাটাৰৰ সকলো ট্ৰেকৰ সৰ্বমুঠ চলাৰ সময় এক ঘণ্টাতকৈ কম।	C
183	GW0	T462	""""" ""চকলেট ষ্টারফিছ"" ""আৰু"" ""হট ডগ ফ্লেভাৰ্ড ৱাটাৰ"" ""কেলিফোর্নিয়াত ৰেকৰ্ড কৰা হৈছিল।"""	E
184	GW0	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড ৱাটাৰ টেৰী ডেটৰ একমাত্ৰ উৎপাদন ঋণ।	N
185	GW0	T462	চকলেট ষ্টারফিছ আৰু হট ডগ ফ্লেভাৰ্ড পানীৰ দৈৰ্ঘ্য আশি মিনিটতকৈ অধিক।	C
186	GW2	T32	জন ফ্ৰুছিয়ান্তেৰ জন্ম হৈছিল বসন্তকালত।	E
187	GW2	T32	জন ফ্ৰাছিয়ান্টে গিটাৰৰ তুলনাত কিবৰ্ড অধিক সময় বজাই আহিছে।	N
188	GW2	T32	জন ফ্ৰুছিআন্টে (ইংৰাজীঃ John Frusciante) হৈছে এগৰাকী শিশু বুমাৰ।	C
