	annotater_id	table_id	hypothesis	label
14	GW1	T1	ಬ್ರೂಕ್ಲಿನ್ ಎರಡು ಗಂಟೆಗಳಿಗಿಂತ ಹೆಚ್ಚು ಸಮಯವನ್ನು ಹೊಂದಿರುತ್ತದೆ.	C
15	GW3	T1	ಬ್ರೂಕ್ಲಿನ್ ಒಂದು ಇಂಗ್ಲಿಷ್ ಚಲನಚಿತ್ರವಾಗಿತ್ತು.	E
16	GW3	T1	ಬ್ರೂಕ್ಲಿನ್ ಕೇವಲ ಮೂರು ದೇಶಗಳಲ್ಲಿ ಮಾತ್ರ ಬಿಡುಗಡೆಯಾಯಿತು.	N
17	GW3	T1	ಬ್ರೂಕ್ಲಿನ್ 120 ನಿಮಿಷಗಳ ರನ್ ಟೈಮ್ ಹೊಂದಿದೆ.	C
18	GW5	T3	ಕಚ್ಚಾ ಹ್ಯಾಝಲ್ನಟ್ಗಳಲ್ಲಿ ಪ್ರತಿ ಸರ್ವ್ ಗೆ 5 ಗ್ರಾಂ ಗಿಂತ ಕಡಿಮೆ ಸಕ್ಕರೆ ಇರುತ್ತದೆ.	E
19	GW5	T3	ಕಚ್ಚಾ ಹ್ಯಾಝಲ್ನಟ್ಗಳು ಕೆಟ್ಟ ಸಕ್ಕರೆಗಳಿಗಿಂತ ಹೆಚ್ಚು ಒಳ್ಳೆಯದು.	N
20	GW5	T3	ಕಚ್ಚಾ ಹ್ಯಾಝಲ್ನಟ್ಗಳಲ್ಲಿ ಪ್ರತಿ ಸರ್ವ್ ಗೆ 5 ಗ್ರಾಂ ಗಿಂತ ಹೆಚ್ಚು ಸಕ್ಕರೆ ಇರುತ್ತದೆ.	C
21	GW2	T3	ಯುಎಸ್ಡಿಎ ಪ್ರಕಾರ, 400 ಗ್ರಾಂ ಫೈಬರ್ಟ್ಗಳು ಒಬ್ಬ ವ್ಯಕ್ತಿಗೆ ಒಂದು ದಿನದಲ್ಲಿ ಅಗತ್ಯವಿರುವ ಎಲ್ಲಾ ಸತುವನ್ನು ಹೊಂದಿವೆ.	E
22	GW2	T3	ಹುರಿದ ಹಣ್ಣುಗಳು ವಿಟಮಿನ್ ಸಿ ಯನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತವೆ.	N
23	GW2	T3	ಹಾಗಲಕಾಯಿಯಲ್ಲಿ ಕೊಬ್ಬಿನ ಅಂಶ ಕಡಿಮೆ ಇರುತ್ತದೆ.	C
24	GW4	T3	ಒಂದು ಚೀಲದಲ್ಲಿ 600 ಕ್ಯಾಲೊರಿಗಳಿರುತ್ತವೆ.	E
25	GW4	T3	ಹಜೆಲ್ ನಟ್ಸ್ ನಲ್ಲಿ ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದ ಕೊಬ್ಬು ಇರುತ್ತದೆ.	N
26	GW4	T3	ಹ್ಯಾಜೆಲ್ನಟ್ಗಳ ಒಂದು ಚೀಲವು ಬಹಳ ಸಿಹಿಯಾಗಿರುವುದಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾಗಿದೆ.	C
27	GW0	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಪದಕಗಳನ್ನು ಗೆದ್ದಿದ್ದಾರೆ.	E
28	GW0	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ತಮ್ಮ ಜೀವನದ ಬಹುಭಾಗವನ್ನು ಒಹಾಯೋದಲ್ಲಿ ಕಳೆದರು.	N
29	GW0	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ತಮ್ಮ ಜೀವನದಲ್ಲಿ ಯಾವುದೇ ಚಲನಚಿತ್ರವನ್ನು ನೋಡಿರಲಿಲ್ಲ.	C
30	GW2	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ 19ನೇ ಶತಮಾನದಲ್ಲಿ ಜನಿಸಿದರು.	E
31	GW2	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ಅವರು 21 ನೇ ವಯಸ್ಸಿನಲ್ಲಿ ಓಹಿಯೋದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು.	N
32	GW2	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ಯಾವುದೇ ಪದಕಗಳನ್ನು ಗೆದ್ದಿಲ್ಲ.	C
33	GW1	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ಅವರು ಎರಡು ವಿಭಿನ್ನ ಶತಮಾನಗಳಲ್ಲಿ ಮಾಡಿದ ಕೆಲಸಕ್ಕಾಗಿ ಪ್ರಶಸ್ತಿಗಳನ್ನು ಪಡೆದರು.	E
34	GW1	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ ಪೇಟೆಂಟ್ಗಳು ಹೆಚ್ಚಾಗಿ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ಗೆ ಸಂಬಂಧಿಸಿದ್ದವು.	N
35	GW1	T5	ಚಾರ್ಲ್ಸ್ ಫ್ರಾನ್ಸಿಸ್ ಜೆಂಕಿನ್ಸ್ 1934ರ ಶರತ್ಕಾಲದಲ್ಲಿ ನಿಧನರಾದರು.	C
36	GW1	T6	ಕನ್ಸಾಸ್ 45 ವರ್ಷಗಳಿಂದ ಒಂದು ವಾದ್ಯವೃಂದವಾಗಿ ಸಕ್ರಿಯವಾಗಿದೆ.	E
37	GW1	T6	ಕನ್ಸಾಸ್ ನ ಬ್ಯಾಂಡ್ ಸದಸ್ಯರು ಇನ್ಸೈಡ್ ಔಟ್ ಗಿಂತ ಎಂಸಿಎ ಹೆಸರಿನಲ್ಲಿ ಹೆಚ್ಚು ಸಂತೋಷವಾಗಿದ್ದರು.	N
38	GW1	T6	ಕನ್ಸಾಸ್ ನಾಲ್ಕು ರೆಕಾರ್ಡ್ ಲೇಬಲ್ಗಳಲ್ಲಿ ಸಂಗೀತವನ್ನು ರಚಿಸಿದೆ.	C
39	GW6	T6	ಕನ್ಸಾಸ್ ಅನೇಕ ಲೇಬಲ್ಗಳಿಗೆ ಸಹಿ ಹಾಕಿದೆ.	E
40	GW6	T6	ಕನ್ಸಾಸ್ ಪ್ರಸ್ತುತ ಇನ್ಸೈಡ್ ಔಟ್ ಲೇಬಲ್ಗೆ ಸಹಿ ಹಾಕಿದೆ.	N
41	GW6	T6	ಕನ್ಸಾಸ್ ಎಪ್ಪತ್ತನೆಯ ದಶಕದ ಮೊದಲೇ ತನ್ನ ಚಟುವಟಿಕೆಗಳನ್ನು ಆರಂಭಿಸಿದ.	C
42	GW7	T6	ಅವರು ಇನ್ನೂ ಒಟ್ಟಿಗೆ ಇವೆ.	E
43	GW7	T6	ಅವರು ಒಂದು ಆಲ್ಬಮ್ ಮುಗಿಸಿದರು.	N
44	GW7	T6	ಅವರು ಟೆಕ್ಸಾಸ್ ಮೂಲದವರು.	C
45	GW0	T6	ಕನ್ಸಾಸ್ ಮೂವತ್ತು ವರ್ಷಗಳಿಂದ ಸಕ್ರಿಯವಾಗಿದೆ.	E
46	GW0	T6	ಕನ್ಸಾಸ್ ವಾದ್ಯವೃಂದವು ತಮ್ಮ ಹೆಚ್ಚಿನ ಸಂಗೀತವನ್ನು ಕನ್ಸಾಸ್ನಲ್ಲಿ ಧ್ವನಿಮುದ್ರಿಸಿತು.	N
47	GW0	T6	ಕನ್ಸಾಸ್ ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ನ ಪಶ್ಚಿಮ ಕರಾವಳಿಯಲ್ಲಿ ರೂಪುಗೊಂಡಿತು.	C
48	GW3	T7	2017ರ ಶರತ್ಕಾಲದಲ್ಲಿ ಫ್ಲಿಕರ್ ಬಿಡುಗಡೆಯಾಗಿತ್ತು	E
49	GW3	T7	ಫ್ಲಿಕರ್ ಅನ್ನು ಲಂಡನ್ ಮತ್ತು ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ನಲ್ಲಿ ಬಿಡುಗಡೆ ಮಾಡಲಾಯಿತು	N
50	GW3	T7	ಫ್ಲಿಕರ್ ರಾಕ್, ಪಾಪ್, ಜಾಜ್ ಮತ್ತು ಇತರ ಪ್ರಕಾರಗಳ ಹಾಡುಗಳನ್ನು ಒಳಗೊಂಡ ಬಹು ಪ್ರಕಾರದ ಆಲ್ಬಮ್ ಆಗಿತ್ತು	C
51	GW1	T7	ಫ್ಲಿಕರ್ 2017ರ ಶರತ್ಕಾಲದಲ್ಲಿ ಬಿಡುಗಡೆಯಾಯಿತು.	E
52	GW1	T7	ಬ್ಲ್ಯಾಕ್ಬರ್ಡ್ ಸ್ಟುಡಿಯೋಗಿಂತ ಹೆಚ್ಚು ರೆಕಾರ್ಡಿಂಗ್ಗಳನ್ನು ಎಕೋ ಸ್ಟುಡಿಯೋದಲ್ಲಿ ಮಾಡಲಾಯಿತು.	N
53	GW1	T7	ಫ್ಲಿಕರ್ ಅವರ ಮಾತುಗಳನ್ನು ಕೇಳಲು ಸುಮಾರು ಒಂದು ತಾಸು ಹಿಡಿಯುತ್ತದೆ.	C
54	GW0	T7	ಫ್ಲಿಕರ್ ಆಲ್ಬಮ್ ಅನೇಕ ಸ್ಟುಡಿಯೋಗಳಲ್ಲಿ ಧ್ವನಿಮುದ್ರಿಸಲ್ಪಟ್ಟಿತು.	E
55	GW0	T7	ಜೂಲಿಯನ್ ಬುನೆಟ್ಟಾ ಫ್ಲಿಕರ್ ಕಾರ್ಯನಿರ್ವಾಹಕ ನಿರ್ಮಾಪಕರಾಗಿದ್ದರು.	N
56	GW0	T7	ಫ್ಲಿಕರ್ ಒಂದು ವರ್ಷಕ್ಕಿಂತ ಕಡಿಮೆ ವಯಸ್ಸಿನವಳು.	C
57	GW8	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ವಿಸ್ಕಾನ್ಸಿನ್ನಲ್ಲಿ ಜನಿಸಿದರು.	E
58	GW8	T8	ಹಲ್ಲೆ ನಡೆಸಿದ ಆರೋಪದಲ್ಲಿ ಜೈಲು ಶಿಕ್ಷೆ ಅನುಭವಿಸಿದ್ದರು.	N
59	GW8	T8	ಈಗಲೂ ಅವರು ತಮ್ಮ ಅಪರಾಧಕ್ಕಾಗಿ ಜೈಲಿನಲ್ಲಿದ್ದಾರೆ.	C
60	GW9	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ಹಲವಾರು ಅಪರಾಧಗಳಲ್ಲಿ ಶಿಕ್ಷೆಗೆ ಗುರಿಯಾಗಿದ್ದರು.	E
61	GW9	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ಮತ್ತೊಬ್ಬ ಕೈದಿಯಿಂದ ಕೊಲ್ಲಲ್ಪಟ್ಟನು.	N
62	GW9	T8	ಜೆಫ್ರಿ ಡಾಮರ್ನನ್ನು ಎರಡು ಜೀವಾವಧಿ ಶಿಕ್ಷೆಯ ನಂತರ ಬಿಡುಗಡೆ ಮಾಡಲಾಯಿತು.	C
63	GW4	T8	ಜೆಫ್ರಿ ಡಾಮೆರ್ ಜನರನ್ನು ಕೊಲ್ಲಲು ಹೆಸರುವಾಸಿಯಾಗಿದ್ದರು.	E
64	GW4	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ತನ್ನ ಇಡೀ ಜೀವನವನ್ನು ವಿಸ್ಕಾನ್ಸಿನ್ನಲ್ಲಿ ಕಳೆದರು.	N
65	GW4	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ಅವರು ನಾಲ್ವತ್ತು ವರ್ಷದವರಾಗಿದ್ದಾಗ ಮೃತಪಟ್ಟ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು.	C
66	GW0	T8	ಜೆಫ್ರಿ ಡಾಮೆರ್ ಎರಡು ಮೀಟರ್ ಎತ್ತರ ಹೊಂದಿದ್ದರು.	E
67	GW0	T8	ಜೈಲಿನ ಕಾವಲುಗಾರನೊಬ್ಬನು ಜೆಫ್ರಿ ಡಾಮರ್ನನ್ನು ಕೊಂದುಹಾಕಿದನು.	N
68	GW0	T8	ಜೆಫ್ರಿ ಡಾಮರ್ ಅವರಿಗೆ ಮರಣದಂಡನೆ ವಿಧಿಸಲಾಗಿತ್ತು.	C
69	GW10	T9	1963 ರಿಂದ, ಜೆಫ್ರಿ ಲಿನ್ ಸಂಗೀತಗಾರ, ಗಾಯಕ-ಗೀತರಚನೆಕಾರ ಮತ್ತು ಧ್ವನಿಮುದ್ರಣ ನಿರ್ಮಾಪಕ ವೃತ್ತಿಯಲ್ಲಿ ಸಕ್ರಿಯವಾಗಿ ತೊಡಗಿಸಿಕೊಂಡಿದ್ದರು.	E
70	GW10	T9	ಜೆಫ್ರಿ ಲಿನ್ ಅವರು ftmusic.	N
71	GW10	T9	ಜೆಫ್ರಿ ಲಿನ್ 70 ವರ್ಷಕ್ಕಿಂತ ಕಡಿಮೆ ವಯಸ್ಸಿನವರು.	C
72	GW5	T9	ಜೆಫ್ರಿ ಲಿನ್ ಅನೇಕ ಅಡ್ಡಹೆಸರುಗಳನ್ನು ಹೊಂದಿದ್ದರು.	E
73	GW5	T9	ಜೆಫ್ರಿ ಲಿನ್ ಜಾರ್ಜ್ ಹ್ಯಾರಿಸನ್ರೊಂದಿಗೆ ಪ್ರವಾಸ ಕೈಗೊಂಡರು.	N
74	GW5	T9	ಜೆಫ್ರಿ ಲಿನ್ ತನ್ನ ವೃತ್ತಿಜೀವನದ ಉದ್ದಕ್ಕೂ ಒಂದೇ ಲೇಬಲ್ಗೆ ಸಹಿ ಹಾಕಿದರು.	C
75	GW1	T9	ಜೆಫ್ ಲಿನ್ 1947ರ ಚಳಿಗಾಲದಲ್ಲಿ ಜನಿಸಿದರು.	E
76	GW1	T9	ಜೆಫ್ ಲಿನ್ ಸೋನಿ ಬಿಎಂಜಿ ಗಿಂತ ಯುನೈಟೆಡ್ ಆರ್ಟಿಸ್ಟ್ಗಳೊಂದಿಗೆ ಸಂಗೀತ ತಯಾರಿಸಲು ಆದ್ಯತೆ ನೀಡಿದರು.	N
77	GW1	T9	ಜೆಫ್ ಲಿನ್ 60 ವರ್ಷಗಳಿಂದ ಸಂಗೀತದಲ್ಲಿ ಸಕ್ರಿಯರಾಗಿದ್ದಾರೆ.	C
78	GW0	T10	ಬಾರ್ನ್ ಟು ರನ್ 1975ರ ಬೇಸಿಗೆಯಲ್ಲಿ ಬಿಡುಗಡೆಯಾಯಿತು.	E
79	GW0	T10	ಬಾರ್ನ್ ಟು ರನ್ನ ಬಹುಪಾಲು ಭಾಗವು 1974ರಲ್ಲಿ ದಾಖಲಾಯಿತು.	N
80	GW0	T10	ಬಾರ್ನ್ ಟು ರನ್ ಅನ್ನು ನ್ಯೂಯಾರ್ಕ್ನ ಸ್ಟುಡಿಯೋವೊಂದರಲ್ಲಿ ಧ್ವನಿಮುದ್ರಿಸಲಾಯಿತು.	C
81	GW11	T10	ಬಾರ್ನ್ ಟು ರನ್ 1975 ರ ದ್ವಿತೀಯಾರ್ಧದಲ್ಲಿ ಬಿಡುಗಡೆಯಾಯಿತು.	E
82	GW11	T10	ಬ್ರೂಸ್ ಸ್ಪ್ರಿಂಗ್ಸ್ಟೀನ್ 1975 ರಲ್ಲಿ ನ್ಯೂಯಾರ್ಕ್ ನಗರದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದರು.	N
83	GW11	T10	ಬರ್ನ್ ಟು ರನ್ ಬಿಡುಗಡೆಯಾದ ದಿನ ನ್ಯೂಯಾರ್ಕ್ ನಲ್ಲಿ ಹಿಮಪಾತವಾಗಿತ್ತು.	C
84	GW1	T10	ಬಾರ್ನ್ ಟು ರನ್ ಆಲ್ಬಮ್ ರೆಕಾರ್ಡ್ ಮಾಡಲು ಒಂದು ವರ್ಷಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಸಮಯ ಹಿಡಿಯಿತು.	E
85	GW1	T10	ಜಾನ್ ಲ್ಯಾಂಡೌ ಬಾರ್ನ್ ಟು ರನ್ ನಲ್ಲಿ ಮೈಕ್ ಅಪ್ಪೆಲ್ ಗಿಂತ ಹೆಚ್ಚು ನಿರ್ಮಾಪಕ ಕೆಲಸವನ್ನು ಮಾಡಿದರು.	N
86	GW1	T10	1975ರ ವಸಂತಕಾಲದಲ್ಲಿ ಬಾರ್ನ್ ಟು ರನ್ ಬಿಡುಗಡೆಯಾಯಿತು.	C
87	GW1	T11	ಜಾಕ್ ಲೆವೆಸ್ ಸೈನ್ಯದಲ್ಲಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾಗ ಬಹುಶಃ ನಿಧನರಾದರು.	E
88	GW1	T11	ಜಾಕ್ ಲೆವೆಸ್ ಅವರು ಸತ್ತಿಲ್ಲದಿದ್ದರೆ ಲೆಫ್ಟಿನೆಂಟ್ ಹುದ್ದೆಗಿಂತ ಮೇಲಕ್ಕೆ ಏರುತ್ತಿದ್ದರು.	N
89	GW1	T11	ಜಾಕ್ ಲೆವೆಸ್ 1913ರ ವಸಂತಕಾಲದಲ್ಲಿ ಜನಿಸಿದರು.	C
90	GW2	T11	ಜರ್ಮನಿಯಲ್ಲಿ ಹಿಟ್ಲರ್ ಅಧಿಕಾರದಲ್ಲಿದ್ದಾಗ ಜಾಕ್ ಲೆವೆಸ್ ಹೋರಾಡಿದರು.	E
91	GW2	T11	ಜಾಕ್ ಲೆವೆಸ್ ಯುದ್ಧದಲ್ಲಿ ಕೊಲ್ಲಲ್ಪಟ್ಟರು.	N
92	GW2	T11	ಆಪರೇಷನ್ ಡೆಸರ್ಟ್ ಸ್ಟಾರ್ಮ್ನಲ್ಲಿ ಜಾಕ್ ಲೆವೆಸ್ ಹೋರಾಡಿದರು.	C
93	GW0	T11	ಜಾಕ್ ಲೆವೆಸ್ ಐದು ವರ್ಷಗಳಿಂದ ಸೈನ್ಯದಲ್ಲಿದ್ದರು.	E
94	GW0	T11	ಆಪರೇಷನ್ ಕ್ರುಸೇಡರ್ ಸಮಯದಲ್ಲಿ ಜಾಕ್ ಲೆವೆಸ್ ಮೃತಪಟ್ಟರು.	N
95	GW0	T11	ಜಾಕ್ ಲೆವೆಸ್ ತನ್ನ ಸ್ವದೇಶದಲ್ಲಿ ನಿಧನರಾದರು.	C
96	GW9	T15	ಪೀಟರ್ ಬೆಂಚ್ಲಿ ಮೂಲ ಕಥೆ ಮತ್ತು ಜಾಸ್ ಚಿತ್ರಕಥೆಯ ಮೇಲೆ ಕೆಲಸ ಮಾಡಿದರು.	E
97	GW9	T15	ಹಲ್ಲುಗಳ ಉತ್ಪಾದನೆ ಹೆಚ್ಚಾಗಿ 1975ರ ವಸಂತಕಾಲದಲ್ಲಿ ನಡೆಯಿತು.	N
98	GW9	T15	ಬಾಕ್ಸ್ ಆಫೀಸ್ನಲ್ಲಿದ್ದಾಗಲೂ ಜಾವ್ಸ್ ಮುರಿದಿಲ್ಲ.	C
99	GW4	T15	ಈ ಚಲನಚಿತ್ರವು 1975ರ ಬೇಸಿಗೆಯಲ್ಲಿ ಬಿಡುಗಡೆಯಾಯಿತು.	E
100	GW4	T15	ಜಾಸ್ ಚಲನಚಿತ್ರವನ್ನು ಹೆಚ್ಚಾಗಿ ಡೇವಿಡ್ ಬ್ರೌನ್ ನಿರ್ಮಿಸಿದರು.	N
101	GW4	T15	ಈ ಚಲನಚಿತ್ರವು ಬಿಡುಗಡೆಯಾದಾಗ ಕೇವಲ 10 ಮಿಲಿಯನ್ ಡಾಲರ್ ಗಳಿಸಿತು.	C
102	GW1	T15	ಜಾಸ್ ಅನ್ನು 1975ರ ಬೇಸಿಗೆಯಲ್ಲಿ ಬಿಡುಗಡೆಗೊಳಿಸಲಾಯಿತು.	E
103	GW1	T15	ಪೀಟರ್ ಬೆಂಚ್ಲಿಗಿಂತ ಹೆಚ್ಚಾಗಿ ಕಾರ್ಲ್ ಗಾಟ್ಲೀಬ್ ಜಾಸ್ಗೆ ಚಿತ್ರಕಥೆಯನ್ನು ಬರೆದರು.	N
104	GW1	T15	ಹಲ್ಲುಗಳ ರನ್ ಟೈಮ್ ಎರಡು ಗಂಟೆಗಳಿಗಿಂತ ಕಡಿಮೆ ಇರುತ್ತದೆ.	C
105	GW3	T16	ಇಥಿಯೋಪಿಯಾ ಸಾಮ್ರಾಜ್ಯವು ವಿವಿಧ ಕಾಲಘಟ್ಟಗಳಲ್ಲಿ ಅನೇಕ ವಿಭಿನ್ನ ರಾಜಧಾನಿಗಳನ್ನು ಹೊಂದಿತ್ತು.	E
106	GW3	T16	1270 ರಲ್ಲಿ ಇಥಿಯೋಪಿಯಾ ಸಾಮ್ರಾಜ್ಯದ ರಾಜಧಾನಿ ಗೊಂಡಾರ್ ಆಗಿತ್ತು.	N
107	GW3	T16	ಇಥಿಯೋಪಿಯಾ ಸಾಮ್ರಾಜ್ಯವು ಪ್ರಸ್ತುತ ರಾಜಪ್ರಭುತ್ವವನ್ನು ಹೊಂದಿದೆ.	C
108	GW1	T16	ಇಥಿಯೋಪಿಯಾ ಸಾಮ್ರಾಜ್ಯವನ್ನು ವಿಶ್ವ ಸಮರ 2 ರ ನಂತರ ವಿಶ್ವಸಂಸ್ಥೆಗೆ ಸೇರಿಸಲಾಯಿತು.	E
109	GW1	T16	ಇಥಿಯೋಪಿಯಾ ಸಾಮ್ರಾಜ್ಯವು ಒಂದು ದಿನ ಒಬ್ಬ ರಾಜನನ್ನು ಪುನಃ ಪರಿಚಯಿಸಲಿದೆ.	N
110	GW1	T16	ಇಟಲಿ-ಇಥಿಯೋಪಿಯಾ ಯುದ್ಧವು 18ನೇ ಶತಮಾನದ ಕೊನೆಯಲ್ಲಿ ನಡೆಯಿತು.	C
111	GW0	T16	ಗೊಂಡಾರ್ ಎರಡು ನೂರು ವರ್ಷಗಳಿಗಿಂತಲೂ ಹೆಚ್ಚು ಕಾಲ ಇಥಿಯೋಪಿಯಾದ ರಾಜಧಾನಿಯಾಗಿತ್ತು.	E
112	GW0	T16	ಗೆಜ್ ಇಥಿಯೋಪಿಯಾದಲ್ಲಿ ಮಾತನಾಡುವ ಅತ್ಯಂತ ಸಾಮಾನ್ಯ ಭಾಷೆಯಾಗಿದೆ.	N
113	GW0	T16	ಹಬ್ಟೆ ಗಿಯೋರ್ಗಿಸ್ ನಂತರ ಮೈಕೆಲ್ ಇಮ್ರು ಇಥಿಯೋಪಿಯಾದ ಪ್ರಧಾನಿಯಾಗಿದ್ದರು.	C
114	GW5	T18	ಜೇಮ್ಸ್ ಪಾಲ್ ಮಾರ್ಸ್ಡೆನ್ 20ನೇ ಶತಮಾನದಲ್ಲಿ ಜನಿಸಿದರು.	E
115	GW5	T18	ಜೇಮ್ಸ್ ಪಾಲ್ ಮಾರ್ಸ್ಡೆನ್ ನಟನೆಯ ಬದಲಿಗೆ ಹಾಡುವುದನ್ನು ಇಷ್ಟಪಡುತ್ತಿದ್ದರು.	N
116	GW5	T18	ಜೇಮ್ಸ್ ಪಾಲ್ ಮಾರ್ಸ್ಡೆನ್ 19ನೇ ಶತಮಾನದಲ್ಲಿ ಜನಿಸಿದರು.	C
117	GW12	T18	ಜೇಮ್ಸ್ ಮಾರ್ಸ್ಡೆನ್ ಐದು ವರ್ಷಗಳಿಗಿಂತ ಹೆಚ್ಚು ಕಾಲ ವಿವಾಹವಾದರು.	E
118	GW12	T18	ಜೇಮ್ಸ್ ಮಾರ್ಸ್ಡೆನ್ ನಾಲ್ಕು ಮಕ್ಕಳಿದ್ದಾರೆ.	N
119	GW12	T18	ಜೇಮ್ಸ್ ಮಾರ್ಸ್ಡೆನ್ ಅವರ ಮಧ್ಯದ ಹೆಸರು ಲಿಂಡೆ.	C
